CODDISCIPLINA;COD_PRESTAZIONE;DESCR_PRESTAZIONE;ELENCO DI ORIGINE;NOTE
71;38.22;ANGIOSCOPIA PERCUTANEA - Capillaroscopia - Escluso: Angioscopia dell' occhio (95.12);Allegato 1;
71;81.92;INIEZIONE DI SOSTANZE TERAPEUTICHE NELL'ARTICOLAZIONE O NEL LEGAMENTO;Allegato 1;
71;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
71;89.03;ANAMNESI E VALUTAZIONE DEFINITE COMPLESSIVE -;Allegato 1;
71;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
71;99.14.1;INFUSIONE DI IMMUNOGLOBULINE ENDOVENA -;Allegato 1;
71;99.25.1;TERAPIA  INFUSIONALE  ENDOVENOSA;Allegato 1;
79;86.24;CHEMIOCHIRURGIA DELLA CUTE - Peeling chimico della cute;Allegato 1;
79;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
79;89.03;ANAMNESI E VALUTAZIONE DEFINITE COMPLESSIVE -;Allegato 1;
79;89.38.6;VALUTAZIONE DELLA VENTILAZIONE E DEI GAS ESPIRATI E RELATIVI PARAMETRI;Allegato 1;
79;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
79;93.82.1;TERAPIA EDUCAZIONALE DEL DIABETICO - Per seduta individuale;Allegato 1;
79;99.93;TERAPIA DIETETICA;Allegato 1;
79;99.93.1;CONTROLLO TERAPIA DIETETICA;Allegato 1;
79;99.93.2;Valutazione della composizione corporea/stato nutrizionale (antropometria, psicometria o Hand-grip);Allegato 1;
79;99.93.3;VALUTAZIONE DELLA COMPOSIZIONE CORPOREA                 con metodica BIA (Impedenzometria);Allegato 1;
79;99.93.4;POSIZIONAMENTO  SONDA NASO-ENTERICA PER NUTRIZIONE ENTERALE;Allegato 1;
79;99.93.5;IRRIGAZIONE DI CATETERE VASCOLARE;Allegato 1;
79;99.93.6;MEDICAZIONE DI CATETERE VENOSO CENTRALE O DI SONDA ENTERALE DI LUNGA PERMANENZA;Allegato 1;
79;99.93.7;RIPARAZIONE E/O DISOSTRUZIONE DI SONDA ENTERALE DI LUNGA PERMANENZA;Allegato 1;
81;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
81;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
82;03.91;INIEZIONE DI ANESTETICO NEL CANALE VERTEBRALE PER ANALGESIA - Iniezione peridurale  Escluso: il caso in cui l' anestesia sia effettuata per intervento;Allegato 1;
82;04.81.1;INIEZIONE DI ANESTETICO IN NERVO PERIFERICO PER ANALGESIA - Blocco del Ganglio di Gasser e dei suoi rami  Escluso: le anestesie per intervento;Allegato 1;
82;04.81.2;INIEZIONE DI ANESTETICO IN NERVO PERIFERICO PER ANALGESIA - Blocco degli intercostali  Escluso: le anestesie per intervento;Allegato 1;
82;05.31;INIEZIONE DI ANESTETICO NEI NERVI SIMPATICI PER ANALGESIA - Blocco simpatico regionale arto superiore o inferiore  Blocco del Ganglio celiaco  Blocco del Ganglio stellato  Blocco del simpatico lombare;Allegato 1;
82;05.32;INIEZIONE DI AGENTI NEUROLITICI NEI NERVI SIMPATICI -;Allegato 1;
82;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
82;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
82;93.39.5;ELETTROTERAPIA ANTALGICA  - Elettroanalgesia transcutanea (TENS, alto voltaggio);Allegato 1;
82;93.95;OSSIGENAZIONE IPERBARICA - Per seduta;Allegato 1;
82;94.32;IPNOTERAPIA - Ipnosi  Incluso: Ipnosi per analgesia;Allegato 1;
82;99.29.7;MESOTERAPIA -;Allegato 1;
82;99.91;AGOPUNTURA PER ANESTESIA -;Allegato 1;
82;99.92;ALTRA AGOPUNTURA  - Escluso:quella con moxa revulsivante (93.35.1);Allegato 1;
98;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
98;89.65.1;EMOGASANALISI ARTERIOSA SISTEMICA - Emogasanalisi di sangue capillare o arterioso;Allegato 1;
98;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
98;90.01.1;11 DEOSSICORTISOLO;Allegato 1;
98;90.01.2;17 ALFA IDROSSIPROGESTERONE (17 OH-P);Allegato 1;
98;90.01.3;17 CHETOSTEROIDI [dU];Allegato 1;
98;90.01.4;17 IDROSSICORTICOIDI [dU];Allegato 1;
98;90.01.5;ACIDI BILIARI;Allegato 1;
98;90.02.1;ACIDO 5 IDROSSI 3 INDOLACETICO  [dU] (HPLC-Cromatografia liquida);Allegato 1;
98;90.02.2;ACIDO CITRICO;Allegato 1;
98;90.02.3;ACIDO DELTA AMINOLEVULINICO (ALA);Allegato 1;
98;90.02.4;ACIDO IPPURICO;Allegato 1;
98;90.02.5;ACIDO LATTICO;Allegato 1;
98;90.03.1;ACIDO PARA AMINOIPPURICO (PAI);Allegato 1;
98;90.03.2;ACIDO PIRUVICO;Allegato 1;
98;90.03.3;ACIDO SIALICO;Allegato 1;
98;90.03.4;ACIDO VALPROICO;Allegato 1;
98;90.03.5;ACIDO VANILMANDELICO (VMA) [dU] (HPLC-Cromatografia liquida);Allegato 1;
98;90.04.1;ADIURETINA (ADH);Allegato 1;
98;90.04.2;ADRENALINA - NORADRENALINA [P];Allegato 1;
98;90.04.3;ADRENALINA - NORADRENALINA [U];Allegato 1;
98;90.04.4;ALA DEIDRASI ERITROCITARIA;Allegato 1;
98;90.04.5;ALANINA AMINOTRANSFERASI (ALT) (GPT) [S/U];Allegato 1;
98;90.04.6;CROMOGRANINA A;Allegato 1;
98;90.04.7;METANEFRINE FRAZIONATE;Allegato 1;
98;90.05.1;ALBUMINA [S/U/dU];Allegato 1;
98;90.05.2;ALDOLASI [S];Allegato 1;
98;90.05.3;ALDOSTERONE [S/U];Allegato 1;
98;90.05.4;ALFA 1 ANTITRIPSINA [S];Allegato 1;
98;90.05.5;ALFA 1 FETOPROTEINA [S/La/Alb];Allegato 1;
98;90.05.6;PREALBUMINA;Allegato 1;
98;90.06.1;ALFA 1 GLICOPROTEINA ACIDA [S];Allegato 1;
98;90.06.2;ALFA 1 MICROGLOBULINA [S/U];Allegato 1;
98;90.06.3;ALFA 2 MACROGLOBULINA;Allegato 1;
98;90.06.4;ALFA AMILASI [S/U];Allegato 1;
98;90.06.5;ALFA AMILASI ISOENZIMI (Frazione pancreatica);Allegato 1;
98;90.07.1;ALLUMINIO [S/U];Allegato 1;
98;90.07.2;AMINOACIDI DOSAGGIO SINGOLO [S/U/Sg/P];Allegato 1;
98;90.07.3;AMINOACIDI TOTALI [S/U/Sg/P];Allegato 1;
98;90.07.4;AMITRIPTILINA;Allegato 1;
98;90.07.5;AMMONIO [P];Allegato 1;
98;90.07.6;AMINOACIDI. DOSAGGIO QUANTITATIVO SINGOLO (HPLC);Allegato 1;
98;90.07.7;OMOCISTEINA (HPLC-Cromatografia liquida);Allegato 1;
98;90.08.1;ANDROSTENEDIOLO GLUCURONIDE [S];Allegato 1;
98;90.08.2;ANGIOTENSINA II;Allegato 1;
98;90.08.3;ANTIBIOTICI - Aminoglicosidi, Vancomicina.;Allegato 1;
98;90.08.4;APOLIPOPROTEINA AP1.;Allegato 1;
98;90.08.5;APOLIPOPROTEINA B;Allegato 1;
98;90.08.6;PROTEINE SPECIFICHE ALTRE;Allegato 1;
98;90.09.1;APTOGLOBINA;Allegato 1;
98;90.09.2;ASPARTATO AMINOTRANSFERASI  (AST) (GOT) [S];Allegato 1;
98;90.09.3;BARBITURICI;Allegato 1;
98;90.09.4;BENZODIAZEPINE;Allegato 1;
98;90.09.5;BENZOLO;Allegato 1;
98;90.10.1;BETA2 MICROGLOBULINA [S/U];Allegato 1;
98;90.10.2;BICARBONATI (Idrogenocarbonato);Allegato 1;
98;90.10.3;BILIRUBINA (Curva spettrofotometrica nel liquido amniotico);Allegato 1;
98;90.10.4;BILIRUBINA TOTALE;Allegato 1;
98;90.10.5;BILIRUBINA TOTALE E FRAZIONATA;Allegato 1;
98;90.10.6;BIOTINIDASI;Allegato 1;
98;90.11.1;C PEPTIDE;Allegato 1;
98;90.11.2;C PEPTIDE: Dosaggi seriati dopo test di stimolo ( 5 );Allegato 1;
98;90.11.3;CADMIO;Allegato 1;
98;90.11.4;CALCIO TOTALE [S/U/dU];Allegato 1;
98;90.11.5;CALCITONINA;Allegato 1;
98;90.11.6;CALCIO IONIZZATO;Allegato 1;
98;90.12.1;CALCOLI E CONCREZIONI (Ricerca semiquantitativa);Allegato 1;
98;90.12.2;CALCOLI ESAME CHIMICO DI BASE (Ricerca qualitativa);Allegato 1;
98;90.12.3;CARBAMAZEPINA;Allegato 1;
98;90.12.4;CATECOLAMINE TOTALI URINARIE;Allegato 1;
98;90.12.5;CERULOPLASMINA;Allegato 1;
98;90.13.1;CHIMOTRIPSINA [Feci];Allegato 1;
98;90.13.2;CICLOSPORINA;Allegato 1;
98;90.13.3;CLORURO [S/U/dU];Allegato 1;
98;90.13.4;CLORURO, SODIO E POTASSIO [Sd] (Stimolazione con Pilocarpina);Allegato 1;
98;90.13.5;COBALAMINA (VIT. B12) [S];Allegato 1;
98;90.14.1;COLESTEROLO HDL;Allegato 1;
98;90.14.2;COLESTEROLO LDL;Allegato 1;
98;90.14.3;COLESTEROLO TOTALE;Allegato 1;
98;90.14.4;COLINESTERASI (PSEUDO-CHE);Allegato 1;
98;90.14.5;COPROPORFIRINE;Allegato 1;
98;90.15.1;CORPI CHETONICI;Allegato 1;
98;90.15.2;CORTICOTROPINA (ACTH) [P];Allegato 1;
98;90.15.3;CORTISOLO [S/U];Allegato 1;
98;90.15.4;CREATINCHINASI (CPK o CK);Allegato 1;
98;90.15.5;CREATINCHINASI ISOENZIMA MB (CK-MB);Allegato 1;
98;90.15.6;CORTICOSTEROIDI : ALTRI;Allegato 1;
98;90.16.1;CREATINCHINASI ISOENZIMI;Allegato 1;
98;90.16.2;CREATINCHINASI ISOFORME;Allegato 1;
98;90.16.3;CREATININA [S/U/dU/La];Allegato 1;
98;90.16.4;CREATININA CLEARANCE;Allegato 1;
98;90.16.5;CROMO;Allegato 1;
98;90.16.6;CK-MB Dosaggio di massa (Dos. in chemiluminescenza);Allegato 1;
98;90.17.1;DEIDROEPIANDROSTERONE (DEA);Allegato 1;
98;90.17.2;DEIDROEPIANDROSTERONE SOLFATO (DEA-S);Allegato 1;
98;90.17.3;DELTA 4 ANDROSTENEDIONE;Allegato 1;
98;90.17.4;DESIPRAMINA;Allegato 1;
98;90.17.5;DIIDROTESTOSTERONE (DHT);Allegato 1;
98;90.18.A;ETILGLUCURONATO (TEST IMMUNOCHIMICO)(U/S/Cap/altro materiale biologico);Allegato 1;
98;90.18.B;ETILGLUCURONATO (TEST DI CONFERMA)  (U/S);Allegato 1;
98;90.18.C;ETILGLUCURONATO (TEST DI CONFERMA)  Cap/altro materiale biologico;Allegato 1;
98;90.18.1;DOPAMINA [S/U];Allegato 1;
98;90.18.2;DOXEPINA;Allegato 1;
98;90.18.3;DROGHE D'ABUSO - Amfetamina, Caffeina, Cannabinoidi, Cocaina, Eroina, LSD,Oppiacei, Fenilciclidina, Propossifene, Nicotina.;Allegato 1;
98;90.18.4;ENOLASI NEURONESPECIFICA (NSE);Allegato 1;
98;90.18.5;ERITROPOIETINA;Allegato 1;
98;90.19.A;CDT (METODO IMMUNOCHIMICO ) (S);Allegato 1;
98;90.19.B;CDT (METODICHE SEPARATIVE                                                             (S);Allegato 1;
98;90.19.C;ETANOLO:TEST DI CONFERMA CROMATOGRAFICO                                                                      U/S/altro materiale biologico;Allegato 1;
98;90.19.1;ESTERI ORGANOFOSFORICI;Allegato 1;
98;90.19.2;ESTRADIOLO (E2) [S/U];Allegato 1;
98;90.19.3;ESTRIOLO (E3) [S/U];Allegato 1;
98;90.19.4;ESTRIOLO NON CONIUGATO;Allegato 1;
98;90.19.5;ESTRONE (E1);Allegato 1;
98;90.19.6;GLOBULINA TRASPORTO ORMONI SESSUALI (SHBG);Allegato 1;
98;90.20.1;ETANOLO;Allegato 1;
98;90.20.2;ETOSUCCIMIDE;Allegato 1;
98;90.20.3;FARMACI ANTIARITMICI - Chinidina, Disopiramide, Lidocaina, Procainamide.;Allegato 1;
98;90.20.4;FARMACI ANTIINFIAMMATORI - Acetaminofene, Paracetamolo, Salicilati.;Allegato 1;
98;90.20.5;FARMACI ANTITUMORALI - Ciclofosfamide, Metotressato.;Allegato 1;
98;90.20.6;FENOBARBITAL;Allegato 1;
98;90.20.7;FARMACI : ALTRI;Allegato 1;
98;90.20.8;FARMACI con test di 2° livello (HPLC o gasmassa);Allegato 1;
98;90.21.A;ELASTASI FECALE;Allegato 1;
98;90.21.B;BNP;Allegato 1;
98;90.21.1;FARMACI DIGITALICI;Allegato 1;
98;90.21.2;FATTORE NATRIURETICO ATRIALE;Allegato 1;
98;90.21.3;FECI ESAME CHIMICO E MICROSCOPICO (Grassi, prod. di digestione, parassiti);Allegato 1;
98;90.21.4;FECI SANGUE OCCULTO;Allegato 1;
98;90.21.5;FENILALANINA;Allegato 1;
98;90.21.6;FECI : DOSAGGIO GRASSI;Allegato 1;
98;90.21.7;FECI : SOSTANZE RIDUCENTI;Allegato 1;
98;90.21.8;FECI : POTERE TRIPTICO;Allegato 1;
98;90.21.9;PREPARAZIONE FECI PER ESAMI NUTRIZIONALI;Allegato 1;
98;90.22.1;FENITOINA;Allegato 1;
98;90.22.2;FENOLO [U];Allegato 1;
98;90.22.3;FERRITINA [P/(Sg)Er];Allegato 1;
98;90.22.4;FERRO [dU];Allegato 1;
98;90.22.5;FERRO [S];Allegato 1;
98;90.23.1;FLUORO;Allegato 1;
98;90.23.2;FOLATO [S/(Sg)Er];Allegato 1;
98;90.23.3;FOLLITROPINA (FSH) [S/U];Allegato 1;
98;90.23.4;FOSFATASI ACIDA;Allegato 1;
98;90.23.5;FOSFATASI ALCALINA;Allegato 1;
98;90.24.1;FOSFATASI ALCALINA ISOENZIMA OSSEO;Allegato 1;
98;90.24.2;FOSFATASI PROSTATICA (PAP);Allegato 1;
98;90.24.3;FOSFATO INORGANICO [S/U/dU];Allegato 1;
98;90.24.4;FOSFOESOSOISOMERASI (PHI);Allegato 1;
98;90.24.5;FOSFORO;Allegato 1;
98;90.25.1;FRUTTOSAMINA (PROTEINE GLICATE) [S];Allegato 1;
98;90.25.2;FRUTTOSIO [Ls];Allegato 1;
98;90.25.3;GALATTOSIO (Prova da carico);Allegato 1;
98;90.25.4;GALATTOSIO [S/U];Allegato 1;
98;90.25.5;GAMMA GLUTAMIL TRANSPEPTIDASI (gamma GT) [S/U];Allegato 1;
98;90.26.1;GASTRINA [S];Allegato 1;
98;90.26.2;GLOBULINA LEGANTE LA TIROXINA (TBG);Allegato 1;
98;90.26.3;GLUCAGONE [S];Allegato 1;
98;90.26.4;GLUCOSIO (Curva da carico 3 determinazioni);Allegato 1;
98;90.26.5;GLUCOSIO (Curva da carico 6 determinazioni);Allegato 1;
98;90.27.1;GLUCOSIO [S/P/U/dU/La];Allegato 1;
98;90.27.2;GLUCOSIO 6 FOSFATO DEIDROGENASI (G6PDH) [(Sg)Er];Allegato 1;
98;90.27.3;GONADOTROPINA CORIONICA (Prova immunologica di gravidanza [U];Allegato 1;
98;90.27.4;GONADOTROPINA CORIONICA (Subunità beta frazione libera) [S/U];Allegato 1;
98;90.27.5;GONADOTROPINA CORIONICA (Subunità beta, molecola intera);Allegato 1;
98;90.27.6;Proteina A associata alla gravidanza (PAPP-A);Allegato 1;
98;90.27.7;Inibina A (InhA);Allegato 1;
98;90.28.1;Hb - EMOGLOBINA GLICATA;Allegato 1;
98;90.28.2;IDROSSIPROLINA [U];Allegato 1;
98;90.28.3;IMIPRAMINA;Allegato 1;
98;90.28.4;IMMUNOGLOBULINE: CATENE KAPPA E LAMBDA [S/U];Allegato 1;
98;90.28.5;INSULINA (Curva da carico o dopo test farmacologici, max. 5);Allegato 1;
98;90.29.1;INSULINA [S];Allegato 1;
98;90.29.2;LATTATO DEIDROGENASI (LDH) [S/F];Allegato 1;
98;90.29.3;LATTE MULIERBE;Allegato 1;
98;90.29.4;LATTOSIO [U/Ls];Allegato 1;
98;90.29.5;LEUCIN AMINO PEPTIDASI (LAP) [S];Allegato 1;
98;90.29.6;LEUCOTRIENI;Allegato 1;
98;90.29.7;LEPTINA;Allegato 1;
98;90.30.1;LEVODOPA;Allegato 1;
98;90.30.2;LIPASI [S];Allegato 1;
98;90.30.3;LIPOPROTEINA (a);Allegato 1;
98;90.30.4;LIQUIDI DA VERSAMENTI ESAME CHIMICO FISICO E MICROSCOPICO;Allegato 1;
98;90.30.5;LIQUIDO AMNIOTICO ENZIMI;Allegato 1;
98;90.31.1;LIQUIDO AMNIOTICO FOSFOLIPIDI (Cromatografia);Allegato 1;
98;90.31.2;LIQUIDO AMNIOTICO RAPPORTO LECITINA/SFINGOMIELINA;Allegato 1;
98;90.31.3;LIQUIDO AMNIOTICO TEST ALLA SCHIUMA DI CLEMENTS;Allegato 1;
98;90.31.4;LIQUIDO SEMINALE ESAME MORFOLOGICO E INDICE DI FERTILITA';Allegato 1;
98;90.31.5;LIQUIDO SEMINALE PROVE DI VALUTAZIONE DELLA FERTILITA';Allegato 1;
98;90.32.1;LIQUIDO SINOVIALE ESAME CHIMICO FISICO E MICROSCOPICO;Allegato 1;
98;90.32.2;LITIO [P];Allegato 1;
98;90.32.3;LUTEOTROPINA (LH) [S/U];Allegato 1;
98;90.32.4;LUTEOTROPINA (LH) E FOLLITROPINA (FSH): Dosaggi seriati dopo GNRH o altro stimolo ( 5 );Allegato 1;
98;90.32.5;MAGNESIO TOTALE [S/U/dU/(Sg)Er];Allegato 1;
98;90.33.A;calprotectina fecale;Allegato 1;
98;90.33.1;MANGANESE [S];Allegato 1;
98;90.33.2;MEPROBAMATO;Allegato 1;
98;90.33.3;MERCURIO;Allegato 1;
98;90.33.4;MICROALBUMINURIA;Allegato 1;
98;90.33.5;MIOGLOBINA [S/U];Allegato 1;
98;90.33.6;MARKER TUMORALI :ALTRI;Allegato 1;
98;90.33.7;MARKERS DI FUNZIONE O DANNO TESSUTALE;Allegato 1;
98;90.33.8;MARKERS  DI TURNOVER OSSEO : ALTRI;Allegato 1;
98;90.33.9;IGF-BP3;Allegato 1;
98;90.34.1;NEOPTERINA;Allegato 1;
98;90.34.2;NICHEL;Allegato 1;
98;90.34.3;NORTRIPTILINA;Allegato 1;
98;90.34.4;OLIGOELEMENTI: DOSAGGIO PLASMATICO;Allegato 1;
98;90.34.5;ORMONE LATTOGENO PLACENTARE O SOMATOMAMMOTROPINA (HPL) [S];Allegato 1;
98;90.34.6;OSMOLALITA' [P/U];Allegato 1;
98;90.35.1;ORMONE SOMATOTROPO (GH) [P/U];Allegato 1;
98;90.35.2;ORMONI: Dosaggi seriati dopo stimolo ( 5 ) - (17 OH-P,  FSH,  LH, T SH,  ACTH,  CORTISOLO,  GH);Allegato 1;
98;90.35.3;OSSALATI [U];Allegato 1;
98;90.35.4;OSTEOCALCINA (BGP);Allegato 1;
98;90.35.5;PARATORMONE (PTH) [S];Allegato 1;
98;90.36.1;PARATORMONE RELATED PEPTIDE [S];Allegato 1;
98;90.36.2;pH EMATICO;Allegato 1;
98;90.36.3;PIOMBO [S/U];Allegato 1;
98;90.36.4;PIRUVATOCHINASI (PK) [(Sg)Er];Allegato 1;
98;90.36.5;POLIPEPTIDE INTESTINALE VASOATTIVO (VIP);Allegato 1;
98;90.37.1;PORFIRINE (Ricerca qualitativa e quantitativa);Allegato 1;
98;90.37.2;PORFOBILINOGENO [U];Allegato 1;
98;90.37.3;POST COITAL TEST;Allegato 1;
98;90.37.4;POTASSIO [S/U/dU/(Sg)Er];Allegato 1;
98;90.37.5;PRIMIDONE;Allegato 1;
98;90.38.1;PROGESTERONE [S];Allegato 1;
98;90.38.2;PROLATTINA (PRL) [S];Allegato 1;
98;90.38.3;PROLATTINA (PRL): Dosaggi seriati dopo TRH  ( 5 );Allegato 1;
98;90.38.4;PROTEINE (ELETTROFORESI DELLE) [S] - Incluso: Dosaggio Proteine totali.;Allegato 1;
98;90.38.5;PROTEINE [S/U/dU/La];Allegato 1;
98;90.38.6;PROSTAGLANDINE;Allegato 1;
98;90.38.7;PROTEINA LEGANTE IL RETINOLO;Allegato 1;
98;90.39.1;PROTEINE URINARIE (ELETTROFORESI DELLE) - Incluso: Dosaggio Proteine totali.;Allegato 1;
98;90.39.2;PROTOPORFIRINA IX ERITROCITARIA;Allegato 1;
98;90.39.3;PURINE E LORO METABOLITI;Allegato 1;
98;90.39.4;RAME [S/U];Allegato 1;
98;90.39.5;RECETTORI DEGLI ESTROGENI;Allegato 1;
98;90.40.1;RECETTORI DEL PROGESTERONE;Allegato 1;
98;90.40.2;RENINA [P];Allegato 1;
98;90.40.3;SELENIO;Allegato 1;
98;90.40.4;SODIO [S/U/dU/(Sg)Er];Allegato 1;
98;90.40.5;SUCCO GASTRICO ESAME CHIMICO COMPLETO;Allegato 1;
98;90.40.6;SEROTONINA [S/P/Ps/U];Allegato 1;
98;90.40.7;SOLFATI;Allegato 1;
98;90.40.8;SOMATOMEDINA;Allegato 1;
98;90.41.1;SUDORE (Esame con determinazione di Na* e K*);Allegato 1;
98;90.41.2;TEOFILLINA;Allegato 1;
98;90.41.3;TESTOSTERONE [P/U];Allegato 1;
98;90.41.4;TESTOSTERONE LIBERO;Allegato 1;
98;90.41.5;TIREOGLOBULINA (Tg);Allegato 1;
98;90.42.1;TIREOTROPINA (TSH);Allegato 1;
98;90.42.2;TIREOTROPINA (TSH): Dosaggi seriati dopo TRH ( 4 );Allegato 1;
98;90.42.3;TIROXINA LIBERA (FT4);Allegato 1;
98;90.42.4;TRANSFERRINA (Capacità ferrolegante);Allegato 1;
98;90.42.5;TRANSFERRINA [S];Allegato 1;
98;90.42.6;TIROXINA (T4) NEONATALE SU SPOT;Allegato 1;
98;90.42.7;TIREOTROPINA (TSH) NEONATALE SU SPOT;Allegato 1;
98;90.42.8;RECETTORE SOLUBILE DELLA TRANSFERRINA;Allegato 1;
98;90.42.9;TSH Reflex (TSH -R);Allegato 1;
98;90.43.1;TRI TEST: ALFA 1 FETO, GONADOTROPINA CORIONICA ED ESTRIOLO LIBERO - (Per screening S. Down e altre anomalie).;Allegato 1;
98;90.43.2;TRIGLICERIDI;Allegato 1;
98;90.43.3;TRIODOTIRONINA LIBERA (FT3);Allegato 1;
98;90.43.4;TRIPSINA [S/U];Allegato 1;
98;90.43.5;URATO [S/U/dU];Allegato 1;
98;90.43.6;TEST COMBINATO (f-[]-hCG+PAPP-A);Allegato 1;
98;90.43.7;TEST BIOCHIMICO (AFP+hCG+uE3+InhA);Allegato 1;
98;90.43.8;TEST INTEGRATO BIOCHIMICO (PAPP-A+AFP+hCG+uE3+InhA);Allegato 1;
98;90.44.1;UREA [S/P/U/dU];Allegato 1;
98;90.44.2;URINE CONTA DI ADDIS;Allegato 1;
98;90.44.3;URINE ESAME CHIMICO FISICO E MICROSCOPICO;Allegato 1;
98;90.44.4;URINE ESAME PARZIALE (Acetone e glucosio quantitativo);Allegato 1;
98;90.44.5;VITAMINA D;Allegato 1;
98;90.45.1;VITAMINE IDROSOLUBILI: DOSAGGIO PLASMATICO;Allegato 1;
98;90.45.2;VITAMINE LIPOSOLUBILI: DOSAGGIO PLASMATICO;Allegato 1;
98;90.45.3;XILOSIO (Test di assorbimento);Allegato 1;
98;90.45.4;ZINCO [S/U];Allegato 1;
98;90.45.5;ZINCOPROTOPORFIRINA [(Sg)Er];Allegato 1;
98;90.45.6;SORBITOLO: DETERMINAZIONE;Allegato 1;
98;90.46.3;AGGLUTININE A FREDDO;Allegato 1;
98;90.46.4;ALFA 2 ANTIPLASMINA;Allegato 1;
98;90.46.5;ANTICOAGULANTE LUPUS-LIKE (LAC);Allegato 1;
98;90.47.1;ANTICOAGULANTI ACQUISITI RICERCA;Allegato 1;
98;90.47.2;ANTICORPI ANTI A/B;Allegato 1;
98;90.47.3;ANTICORPI ANTI ANTIGENI NUCLEARI ESTRAIBILI (ENA);Allegato 1;
98;90.47.4;ANTICORPI ANTI CANALE DEL CALCIO;Allegato 1;
98;90.47.5;ANTICORPI ANTI CARDIOLIPINA (IgG, IgA, IgM);Allegato 1;
98;90.48.1;ANTICORPI ANTI CELLULE PARIETALI GASTRICHE (PCA);Allegato 1;
98;90.48.2;ANTICORPI ANTI CITOPLASMA DEI NEUTROFILI (ANCA);Allegato 1;
98;90.48.3;ANTICORPI ANTI DNA NATIVO;Allegato 1;
98;90.48.4;ANTICORPI ANTI ERITROCITARI (Caratterizzazione del range termico);Allegato 1;
98;90.48.5;ANTICORPI ANTI ERITROCITARI (Con mezzo potenziante);Allegato 1;
98;90.49.A;ANTICORPI ANTITRANSGLUTAMINASI;Allegato 1;
98;90.49.B;ANTICORPI ANTI CAG-A;Allegato 1;
98;90.49.1;ANTICORPI ANTI ERITROCITARI (Titolazione);Allegato 1;
98;90.49.2;ANTICORPI ANTI ERITROCITARI IDENTIFICAZIONE;Allegato 1;
98;90.49.3;ANTICORPI ANTI ERITROCITI [Test di Coombs indiretto];Allegato 1;
98;90.49.4;ANTICORPI ANTI FATTORE VIII;Allegato 1;
98;90.49.5;ANTICORPI ANTI GLIADINA (IgG, IgA);Allegato 1;
98;90.49.6;ANTICORPI ANTIENDOMISIO;Allegato 1;
98;90.49.7;ANTICORPI ANTI FOSFOLIPIDI;Allegato 1;
98;90.49.8;ANTICORPI ANTIERITROCITI con monospecifici (Test di Coombs) Ciascuno;Allegato 1;
98;90.49.9;ELUIZIONE/ADSORBIMENTO ANTICORPI ANTI ERITROCITI;Allegato 1;
98;90.50.1;ANTICORPI ANTI HLA (Cross-match, singolo individuo, urgente);Allegato 1;
98;90.50.2;ANTICORPI ANTI HLA (Titolo per singola specificità);Allegato 1;
98;90.50.3;ANTICORPI ANTI HLA CONTRO PANNELLO LINFOCITARIO (almeno 10 soggetti, urgente);Allegato 1;
98;90.50.4;ANTICORPI ANTI HLA CONTRO SOSPENSIONI LINFOCITARIE (almeno 10 soggetti);Allegato 1;
98;90.50.5;ANTICORPI ANTI INSULA PANCREATICA (ICA);Allegato 1;
98;90.51.1;ANTICORPI ANTI INSULINA (AIAA);Allegato 1;
98;90.51.2;ANTICORPI ANTI LEUCOCITI;Allegato 1;
98;90.51.3;ANTICORPI ANTI MAG;Allegato 1;
98;90.51.4;ANTICORPI ANTI MICROSOMI (AbTMS) O ANTI TIREOPEROSSIDASI (AbTPO);Allegato 1;
98;90.51.5;ANTICORPI ANTI MICROSOMI EPATICI E RENALI (LKMA);Allegato 1;
98;90.52.1;ANTICORPI ANTI MITOCONDRI (AMA);Allegato 1;
98;90.52.2;ANTICORPI ANTI MUSCOLO LISCIO (ASMA);Allegato 1;
98;90.52.3;ANTICORPI ANTI MUSCOLO STRIATO (Cuore);Allegato 1;
98;90.52.4;ANTICORPI ANTI NUCLEO (ANA);Allegato 1;
98;90.52.5;ANTICORPI ANTI ORGANO;Allegato 1;
98;90.53.1;ANTICORPI ANTI OVAIO;Allegato 1;
98;90.53.2;ANTICORPI ANTI PIASTRINE;Allegato 1;
98;90.53.3;ANTICORPI ANTI PIASTRINE IDENTIFICAZIONE;Allegato 1;
98;90.53.4;ANTICORPI ANTI RECETTORE NICOTINICO MUSCOLARE;Allegato 1;
